277,8,13,18
278,8,14,17
279,8,15,16
280,7,16,15
281,6,17,14
282,5,18,13
283,4,19,12
284,5,20,11
285,4,21,10
286,3,20,9
287,4,19,8
288,5,18,7
289,6,17,6
290,7,16,5
291,8,15,4
292,8,14,3
293,8,13,2
294,9,12,1
295,10,11,20
296,11,11,19
297,12,12,18
298,13,11,17
299,14,11,16
300,15,10,15
301,16,9,14
302,17,8,13
303,18,7,12
304,19,6,11
305,20,5,10
306,21,6,9
307,22,6,8
308,23,6,7
309,22,7,6
310,22,8,5
311,22,9,4
312,22,10,3
313,23,11,2
314,24,10,1
315,25,10,20
316,25,9,19
317,26,9,18
318,27,10,17
319,28,11,16
320,29,10,15
321,30,9,14
322,31,9,13
323,32,10,12
324,33,9,11
325,34,10,10
326,35,11,9
327,36,12,8
328,37,13,7
329,36,13,6
330,35,12,5
331,34,11,4
332,33,12,3
333,32,13,2
334,31,14,1
335,32,15,20
336,32,14,19
337,33,13,18
338,33,12,17
339,34,11,16
340,35,10,15
341,36,9,14
342,37,9,13
343,38,10,12
344,39,9,11
345,40,8,10
346,41,7,9
347,42,6,8
348,43,5,7
349,44,4,6
350,45,5,5
351,44,6,4
352,43,7,3
353,42,8,2
354,41,9,1
355,40,10,20
356,41,11,19
357,42,12,18
358,43,13,17
359,44,14,16
360,45,15,15
361,46,16,14
362,47,17,13
363,48,17,12
364,49,16,11
365,48,15,10
366,49,14,9
367,48,13,8
368,47,12,7
369,46,11,6
370,45,10,5
371,46,9,4
372,47,9,3
373,48,10,2
374,49,11,1
375,48,12,20
376,47,11,19
377,48,10,18
378,49,9,17
379,48,8,16
380,49,7,15
381,48,6,14
382,49,5,13
383,48,4,12
384,47,3,11
385,46,2,10
386,45,2,9
387,44,2,8
388,43,3,7
389,42,4,6
390,41,5,5
391,40,6,4
392,39,7,3
393,40,8,2
394,39,9,1
395,40,10,20
396,39,11,19
397,38,12,18
398,39,13,17
399,40,14,16
400,39,15,15
401,38,16,14
402,37,17,13
403,36,18,12
404,36,19,11
405,35,20,10
406,35,19,9
407,35,18,8
408,35,17,7
409,35,16,6
410,35,15,5
411,36,14,4
412,37,13,3
